text_key,text_en,text_es,text_fr,text_pt,text_de,text_it,text_nl,text_pl,text_tr,text_sv,context,page,category
weather.label.card_wave_567,card-wave,,,,,,,,,,"Line 594: <div data-testid=""card-wave"">",weather,label
weather.label.card_wind_571,card-wind,,,,,,,,,,"Line 612: <div data-testid=""card-wind"">",weather,label
weather.label.card_tides_575,card-tides,,,,,,,,,,"Line 621: <div data-testid=""card-tides"">",weather,label
weather.label.next_few_days_578,Next Few Days,,,,,,,,,,"Line 630: <Safe fallback={<Card title=""Next Few Days""><div className=""flex items-center py",weather,label
weather.label.lg_col_span_2_582,lg:col-span-2,,,,,,,,,,"Line 631: <div className=""lg:col-span-2"" data-testid=""card-nextdays"">",weather,label
weather.label.card_nextdays_583,card-nextdays,,,,,,,,,,"Line 631: <div className=""lg:col-span-2"" data-testid=""card-nextdays"">",weather,label
weather.label.card_sea_temp_584,card-sea-temp,,,,,,,,,,"Line 635: <div data-testid=""card-sea-temp"">",weather,label
weather.label.weather_card_bg_text_base_cont_585,weather-card-bg text-base-content,,,,,,,,,,"Line 642: className=""weather-card-bg text-base-content""",weather,label
weather.label.__586,🌡️,,,,,,,,,,"Line 648: <SectionHeader icon=""🌡️"" title=""Atmospheric Conditions"" />",weather,label
weather.label.atmospheric_conditions_587,Atmospheric Conditions,,,,,,,,,,"Line 648: <SectionHeader icon=""🌡️"" title=""Atmospheric Conditions"" />",weather,label
weather.label.card_pressure_591,card-pressure,,,,,,,,,,"Line 651: <div data-testid=""card-pressure""><SimplePressureCardDial weather={data} lat={act",weather,label
weather.label.feels_like_592,Feels Like,,,,,,,,,,"Line 653: <Safe fallback={<Card title=""Feels Like""><div className=""flex items-center py-2""",weather,label
weather.label.card_feelslike_596,card-feelslike,,,,,,,,,,"Line 654: <div data-testid=""card-feelslike"">",weather,label
weather.label.card_precip24_597,card-precip24,,,,,,,,,,"Line 666: <div data-testid=""card-precip24"">",weather,label
weather.label.precip_next_24h_598,Precip next 24h,,,,,,,,,,"Line 668: title=""Precip next 24h""",weather,label
weather.label.__599,👁️,,,,,,,,,,"Line 683: <SectionHeader icon=""👁️"" title=""Visibility & Comfort"" />",weather,label
weather.label.visibility_comfort_600,Visibility & Comfort,,,,,,,,,,"Line 683: <SectionHeader icon=""👁️"" title=""Visibility & Comfort"" />",weather,label
weather.label.card_visibility_601,card-visibility,,,,,,,,,,"Line 685: <div data-testid=""card-visibility"">",weather,label
weather.label.card_humidity_602,card-humidity,,,,,,,,,,"Line 688: <div data-testid=""card-humidity"">",weather,label
weather.label.card_sunrise_603,card-sunrise,,,,,,,,,,"Line 691: <div data-testid=""card-sunrise"">",weather,label
weather.label.card_uv_605,card-uv,,,,,,,,,,"Line 699: <div data-testid=""card-uv""><ExternalUVCard weather={{ uvi: data.uvi, sunriseISO:",weather,label
weather.label.card_aqi_606,card-aqi,,,,,,,,,,"Line 700: <div data-testid=""card-aqi""><ExternalAirQualityCard weather={{ airQuality: airQu",weather,label
weather.label.card_pollen_607,card-pollen,,,,,,,,,,"Line 701: <div data-testid=""card-pollen""><ExternalPollenCard",weather,label
weather.label.card_moon_608,card-moon,,,,,,,,,,"Line 717: <div data-testid=""card-moon"">",weather,label
weather.label.sunrise_sunset_630,Sunrise & Sunset,,,,,,,,,,"Line 799: <Safe fallback={<Card title=""Sunrise & Sunset""><div className=""flex items-center",weather,label
weather.label.atmospheric_environment_636,Atmospheric & Environment,,,,,,,,,,"Line 807: <SectionHeader icon=""🌡️"" title=""Atmospheric & Environment"" />",weather,label
weather.label.card_feels_655,card-feels,,,,,,,,,,"Line 836: <div data-testid=""card-feels""><FeelsLike tempC={data.header.tempC ?? 0} humidity",weather,label
weather.label.relative_z_10_658,relative z-10,,,,,,,,,,"Line 852: <div className=""relative z-10"">",weather,label
weather.paragraph.grid_grid_cols_1_gap_4_sm_grid_659,grid grid-cols-1 gap-4 sm:grid-cols-2 lg:grid-cols-3,,,,,,,,,,"Line 863: return (<section className={className || ""grid grid-cols-1 gap-4 sm:grid-cols-2 ",weather,paragraph
weather.label.col_span_full_mb_2_mt_6_first__660,col-span-full mb-2 mt-6 first:mt-0,,,,,,,,,,"Line 868: <div className=""col-span-full mb-2 mt-6 first:mt-0"">",weather,label
weather.paragraph.flex_items_center_gap_2_text_s_661,flex items-center gap-2 text-sm font-semibold text-white/70 uppercase tracking-wide,,,,,,,,,,"Line 869: <div className=""flex items-center gap-2 text-sm font-semibold text-white/70 uppe",weather,paragraph
weather.label.text_lg_662,text-lg,,,,,,,,,,"Line 870: <span className=""text-lg"">{icon}</span>",weather,label
weather.label.flex_1_h_px_bg_white_20_663,flex-1 h-px bg-white/20,,,,,,,,,,"Line 872: <div className=""flex-1 h-px bg-white/20""></div>",weather,label
weather.heading.flex_items_start_justify_betwe_666,flex items-start justify-between,,,,,,,,,,"Line 882: <div className=""flex items-start justify-between""><h3 className=""card-title"">{ti",weather,heading
weather.heading.card_title_667,card-title,,,,,,,,,,"Line 882: <div className=""flex items-start justify-between""><h3 className=""card-title"">{ti",weather,heading
weather.label.opacity_70_668,opacity-70,,,,,,,,,,"Line 883: {subtitle && <p className=""opacity-70"">{subtitle}</p>}",weather,label
weather.paragraph.hero_rounded_2xl_bg_slate_800__669,hero rounded-2xl bg-slate-800/25 backdrop-blur-sm text-white border border-white/10 shadow-sm,,,,,,,,,,"Line 909: <div className=""hero rounded-2xl bg-slate-800/25 backdrop-blur-sm text-white bor",weather,paragraph
weather.paragraph.hero_content_w_full_flex_col_i_670,hero-content w-full flex-col items-stretch py-10 md:py-14,,,,,,,,,,"Line 910: <div className=""hero-content w-full flex-col items-stretch py-10 md:py-14"">",weather,paragraph
weather.label.flex_items_center_gap_3_text_l_671,flex items-center gap-3 text-lg,,,,,,,,,,"Line 911: <div className=""flex items-center gap-3 text-lg"">",weather,label
weather.label.loading_loading_spinner_text_p_672,loading loading-spinner text-primary,,,,,,,,,,"Line 912: <span className=""loading loading-spinner text-primary""></span>",weather,label
weather.label.loading_loading_spinner_text_s_673,loading loading-spinner text-secondary,,,,,,,,,,"Line 913: <span className=""loading loading-spinner text-secondary""></span>",weather,label
weather.label.loading_loading_spinner_text_a_674,loading loading-spinner text-accent,,,,,,,,,,"Line 914: <span className=""loading loading-spinner text-accent""></span>",weather,label
weather.paragraph.weather_gods_what_have_you_got_675,"Weather gods, what have you got for us mortals?",,,,,,,,,,"Line 915: <span className=""opacity-80"">Weather gods, what have you got for us mortals?</sp",weather,paragraph
weather.label.opacity_80_676,opacity-80,,,,,,,,,,"Line 915: <span className=""opacity-80"">Weather gods, what have you got for us mortals?</sp",weather,label
weather.paragraph.hero_content_w_full_flex_col_i_678,hero-content w-full flex-col items-stretch py-6 md:py-8,,,,,,,,,,"Line 947: <div className=""hero-content w-full flex-col items-stretch py-6 md:py-8"">",weather,paragraph
weather.paragraph.flex_flex_col_md_flex_row_md_i_679,flex flex-col md:flex-row md:items-end md:justify-between gap-4,,,,,,,,,,"Line 948: <div className=""flex flex-col md:flex-row md:items-end md:justify-between gap-4""",weather,paragraph
weather.label.flex_items_start_gap_4_680,flex items-start gap-4,,,,,,,,,,"Line 949: <div className=""flex items-start gap-4"">",weather,label
weather.other.hidden_sm_block_w_24_h_24_md_w_681,hidden sm:block w-24 h-24 md:w-28 md:h-28 relative,,,,,,,,,,"Line 950: <div className=""hidden sm:block w-24 h-24 md:w-28 md:h-28 relative"">",weather,other
weather.label.object_contain_drop_shadow_682,object-contain drop-shadow,,,,,,,,,,"Line 951: <Image src={iconPath} alt={condition} fill className=""object-contain drop-shadow",weather,label
weather.paragraph.text_6xl_md_text_7xl_font_extr_683,text-6xl md:text-7xl font-extrabold leading-none flex items-center gap-3,,,,,,,,,,"Line 954: <div className=""text-6xl md:text-7xl font-extrabold leading-none flex items-cent",weather,paragraph
weather.label.text_xl_md_text_2xl_capitalize_684,text-xl md:text-2xl capitalize,,,,,,,,,,"Line 955: <div className=""text-xl md:text-2xl capitalize"">{condition}</div>",weather,label
weather.label.text_sm_opacity_70_685,text-sm opacity-70,,,,,,,,,,"Line 956: <div className=""text-sm opacity-70"">Feels like {Math.round(feelsLikeC)}° {highC ",weather,label
weather.label.flex_flex_col_items_end_gap_1_686,flex flex-col items-end gap-1,,,,,,,,,,"Line 959: <div className=""flex flex-col items-end gap-1"">",weather,label
weather.paragraph.text_xl_md_text_2xl_font_mediu_687,text-xl md:text-2xl font-medium capitalize text-right mb-2,,,,,,,,,,"Line 961: <div className=""text-xl md:text-2xl font-medium capitalize text-right mb-2"">",weather,paragraph
weather.label.flex_flex_wrap_gap_3_justify_e_688,flex flex-wrap gap-3 justify-end,,,,,,,,,,"Line 965: <div className=""flex flex-wrap gap-3 justify-end"">",weather,label
weather.paragraph.rounded_md_bg_slate_900_80_tex_689,rounded-md bg-slate-900/80 text-white border border-white/15 px-3 py-2 min-w-[9.5rem] min-h-[3.0rem] shadow-sm,,,,,,,,,,"Line 969: className=""rounded-md bg-slate-900/80 text-white border border-white/15 px-3 py-",weather,paragraph
weather.paragraph.grid_grid_cols_40px_1fr_grid_r_690,"grid grid-cols-[40px,1fr] grid-rows-2 gap-x-2 items-center",,,,,,,,,,"Line 971: <div className=""grid grid-cols-[40px,1fr] grid-rows-2 gap-x-2 items-center"">",weather,paragraph
weather.paragraph.row_span_2_col_start_1_flex_it_691,row-span-2 col-start-1 flex items-center justify-center w-12 h-12,,,,,,,,,,"Line 973: <span aria-hidden=""true"" className=""row-span-2 col-start-1 flex items-center jus",weather,paragraph
weather.paragraph.col_start_2_text_base_font_sem_692,col-start-2 text-base font-semibold leading-tight truncate,,,,,,,,,,"Line 977: <span className=""col-start-2 text-base font-semibold leading-tight truncate"">{m.",weather,paragraph
weather.paragraph.col_start_2_text_11px_opacity__693,col-start-2 text-[11px] opacity-80 leading-none truncate,,,,,,,,,,"Line 978: <span className=""col-start-2 text-[11px] opacity-80 leading-none truncate"">{m.su",weather,paragraph
weather.label.mt_4_694,mt-4,,,,,,,,,,"Line 986: <div className=""mt-4"">",weather,label
weather.paragraph.communing_with_the_weather_god_696,Communing with the weather gods...,,,,,,,,,,"Line 988: <span className=""ml-2 opacity-70"">Communing with the weather gods...</span>",weather,paragraph
weather.label.x_mode_700,X-Mode,,,,,,,,,,"Line 1020: mode: response.headers.get('X-Mode'),",weather,label
weather.label.x_weather_source_701,X-Weather-Source,,,,,,,,,,"Line 1021: source: response.headers.get('X-Weather-Source'),",weather,label
weather.label.x_has_ow_key_702,X-Has-OW-Key,,,,,,,,,,"Line 1022: hasOwKey: response.headers.get('X-Has-OW-Key'),",weather,label
weather.label.x_has_sg_key_703,X-Has-SG-Key,,,,,,,,,,"Line 1023: hasSgKey: response.headers.get('X-Has-SG-Key'),",weather,label
weather.label.x_error_reason_704,X-Error-Reason,,,,,,,,,,"Line 1024: reason: response.headers.get('X-Error-Reason'),",weather,label
weather.label._unifiedweather_diagnostics__705,[UnifiedWeather diagnostics],,,,,,,,,,"Line 1028: console.debug('[UnifiedWeather diagnostics]', diag);",weather,label
weather.label.wind_beaufort__707,Wind (Beaufort),,,,,,,,,,"Line 1097: <Image src={beaufortIconPath(w.windSpeedMS)} alt=""Wind (Beaufort)"" width={60} he",weather,label
weather.label.opacity_90_708,opacity-90,,,,,,,,,,"Line 1097: <Image src={beaufortIconPath(w.windSpeedMS)} alt=""Wind (Beaufort)"" width={60} he",weather,label
weather.label.until__712,until —,,,,,,,,,,Line 1125: sub: (() => { const t = tideSummary(tidesForMini); return t.nextTimeISO ? `until,weather,label
weather.label._weather_icons_design_fill_fin_715,/weather-icons/design/fill/final/raindrop.svg,,,,,,,,,,"Line 1147: <Image src=""/weather-icons/design/fill/final/raindrop.svg"" alt=""Rain"" width={60}",weather,label
weather.label.text_20px_leading_none_717,text-[20px] leading-none,,,,,,,,,,"Line 1166: <span role=""img"" aria-label=""Ground"" className=""text-[20px] leading-none"">🥾</sp",weather,label
weather.label.openweather_718,OpenWeather,,,,,,,,,,"Line 1216: aqi: w.airQuality ? { aqi: w.airQuality.aqi ?? undefined, pm25: w.airQuality.com",weather,label
weather.label.open_meteo_719,Open-Meteo,,,,,,,,,,"Line 1218: pollen: w.pollen ? { tree: w.pollen.tree, grass: w.pollen.grass, weed: w.pollen.",weather,label
weather.label.good_air_quality_720,Good air quality,,,,,,,,,,"Line 1267: function _getAQIDescription(aqi?: number): string { if (!aqi) return ""Unknown""; ",weather,label
weather.label.moderate_air_quality_721,Moderate air quality,,,,,,,,,,"Line 1267: function _getAQIDescription(aqi?: number): string { if (!aqi) return ""Unknown""; ",weather,label
weather.label.unhealthy_for_sensitive_groups_722,Unhealthy for sensitive groups,,,,,,,,,,"Line 1267: function _getAQIDescription(aqi?: number): string { if (!aqi) return ""Unknown""; ",weather,label
weather.label.very_unhealthy_723,Very unhealthy,,,,,,,,,,"Line 1267: function _getAQIDescription(aqi?: number): string { if (!aqi) return ""Unknown""; ",weather,label
weather.label.unable_to_determine_air_qualit_724,Unable to determine air quality,,,,,,,,,,"Line 1268: function _getAQIAdvice(aqi?: number): string { if (!aqi) return ""Unable to deter",weather,label
weather.label.enjoy_outdoor_activities_725,Enjoy outdoor activities,,,,,,,,,,"Line 1268: function _getAQIAdvice(aqi?: number): string { if (!aqi) return ""Unable to deter",weather,label
weather.label.consider_reducing_prolonged_ou_726,Consider reducing prolonged outdoor activities,,,,,,,,,,"Line 1268: function _getAQIAdvice(aqi?: number): string { if (!aqi) return ""Unable to deter",weather,label
weather.paragraph.limit_outdoor_activities_espec_727,"Limit outdoor activities, especially for sensitive groups",,,,,,,,,,"Line 1268: function _getAQIAdvice(aqi?: number): string { if (!aqi) return ""Unable to deter",weather,paragraph
weather.label.avoid_outdoor_activities_728,Avoid outdoor activities,,,,,,,,,,"Line 1268: function _getAQIAdvice(aqi?: number): string { if (!aqi) return ""Unable to deter",weather,label
weather.label.stay_indoors_729,Stay indoors,,,,,,,,,,"Line 1268: function _getAQIAdvice(aqi?: number): string { if (!aqi) return ""Unable to deter",weather,label
weather.label.emergency_conditions_stay_indo_730,Emergency conditions - stay indoors,,,,,,,,,,"Line 1268: function _getAQIAdvice(aqi?: number): string { if (!aqi) return ""Unable to deter",weather,label
weather.label.no_pollen_data_available_731,No pollen data available,,,,,,,,,,"Line 1270: if (!pollen) return ""No pollen data available"";",weather,label
weather.label.no_pollen_data_732,No pollen data,,,,,,,,,,"Line 1272: if (levels.length === 0) return ""No pollen data"";",weather,label
weather.label.very_low_pollen_levels_minimal_733,Very low pollen levels - minimal allergy risk,,,,,,,,,,Line 1274: if (maxLevel <= 1) return `Very low pollen levels - minimal allergy risk`;,weather,label
weather.paragraph.low_pollen_levels_slight_risk__734,Low pollen levels - slight risk for sensitive individuals,,,,,,,,,,Line 1275: if (maxLevel === 2) return `Low pollen levels - slight risk for sensitive indivi,weather,paragraph
weather.paragraph.moderate_pollen_levels_noticea_735,Moderate pollen levels - noticeable for allergy sufferers,,,,,,,,,,Line 1276: if (maxLevel === 3) return `Moderate pollen levels - noticeable for allergy suff,weather,paragraph
weather.label.high_pollen_levels_significant_736,High pollen levels - significant allergy risk,,,,,,,,,,Line 1277: if (maxLevel === 4) return `High pollen levels - significant allergy risk`;,weather,label
weather.label.very_high_pollen_levels_severe_737,Very high pollen levels - severe allergy risk,,,,,,,,,,Line 1278: return `Very high pollen levels - severe allergy risk`;,weather,label
weather.label.monitor_local_pollen_reports_738,Monitor local pollen reports,,,,,,,,,,"Line 1281: if (!pollen) return ""Monitor local pollen reports"";",weather,label
weather.paragraph.perfect_conditions_for_outdoor_739,Perfect conditions for outdoor activities. Minimal allergy symptoms expected.,,,,,,,,,,"Line 1283: if (maxLevel <= 1) return ""Perfect conditions for outdoor activities. Minimal al",weather,paragraph
weather.paragraph.generally_safe_outdoors_sensit_740,Generally safe outdoors. Sensitive individuals may experience mild symptoms.,,,,,,,,,,"Line 1284: if (maxLevel === 2) return ""Generally safe outdoors. Sensitive individuals may e",weather,paragraph
weather.label.moderate_risk_consider_antihis_741,Moderate risk - consider antihistamines if you,,,,,,,,,,"Line 1285: if (maxLevel === 3) return ""Moderate risk - consider antihistamines if you're al",weather,label
weather.paragraph.high_pollen_alert_limit_outdoo_742,"High pollen alert - limit outdoor time, keep windows closed.",,,,,,,,,,"Line 1286: if (maxLevel === 4) return ""High pollen alert - limit outdoor time, keep windows",weather,paragraph
weather.paragraph.extreme_pollen_levels_stay_ind_743,"Extreme pollen levels - stay indoors if possible, take allergy medication.",,,,,,,,,,"Line 1287: return ""Extreme pollen levels - stay indoors if possible, take allergy medicatio",weather,paragraph
weather.label.very_high_744,very high,,,,,,,,,,Line 1292: const lower = String(level).toLowerCase(); if (lower.includes('low')) return 1; ,weather,label
weather.label.local_spot_756,Local Spot,,,,,,,,,,Line 1324: name: 'Local Spot',weather,label
weather.label.intermediate_757,intermediate,,,,,,,,,,"Line 1411: return { beachFacingDeg: null, skill: 'intermediate' as const, tideProfile, hour",weather,label
faqs.paragraph.collapse_collapse_arrow_join_i_758,collapse collapse-arrow join-item border border-base-300 bg-base-100,,,,,,,,,,"Line 11: <div className=""collapse collapse-arrow join-item border border-base-300 bg-base",FAQs,paragraph
faqs.label.collapse_title_text_lg_font_me_759,collapse-title text-lg font-medium,,,,,,,,,,"Line 13: <div className=""collapse-title text-lg font-medium"">{title}</div>",FAQs,label
faqs.label.collapse_content_prose_prose_s_760,collapse-content prose prose-sm max-w-none,,,,,,,,,,"Line 14: <div className=""collapse-content prose prose-sm max-w-none"">{children}</div>",FAQs,label
faqs.label.faqs_go_daisy_761,FAQs - Go Daisy,,,,,,,,,,Line 21: <title>FAQs - Go Daisy</title>,FAQs,label
faqs.label.max_w_4xl_mx_auto_763,max-w-4xl mx-auto,,,,,,,,,,"Line 26: <div className=""max-w-4xl mx-auto"">",FAQs,label
faqs.label.card_bg_base_100_shadow_xl_764,card bg-base-100 shadow-xl,,,,,,,,,,"Line 27: <div className=""card bg-base-100 shadow-xl"">",FAQs,label
faqs.label.join_join_vertical_w_full_mt_4_767,join join-vertical w-full mt-4,,,,,,,,,,"Line 31: <div className=""join join-vertical w-full mt-4"">",FAQs,label
faqs.heading.how_does_the_surf_traffic_ligh_768,How does the surf traffic-light work?,,,,,,,,,,"Line 33: <Item title=""How does the surf traffic-light work?"">",FAQs,heading
faqs.label.wave_size_769,wave size,,,,,,,,,,"Line 35: We blend the main ingredients of good surf — <b>wave size</b>, <b>period</b>, <b",FAQs,label
faqs.label.swell_direction_770,swell direction,,,,,,,,,,"Line 35: We blend the main ingredients of good surf — <b>wave size</b>, <b>period</b>, <b",FAQs,label
faqs.label._and_771,", and",,,,,,,,,,"Line 35: We blend the main ingredients of good surf — <b>wave size</b>, <b>period</b>, <b",FAQs,label
faqs.label.safety_gates_772,safety gates,,,,,,,,,,Line 43: We apply strict <b>safety gates</b> so conditions that are too large or powerful,FAQs,label
faqs.label.stormglass_tides_api_773,Stormglass Tides API,,,,,,,,,,Line 43: We apply strict <b>safety gates</b> so conditions that are too large or powerful,FAQs,label
faqs.heading.where_does_the_data_come_from__774,Where does the data come from?,,,,,,,,,,"Line 48: <Item title=""Where does the data come from?"">",FAQs,heading
faqs.paragraph.beach_orientation_tide_windows_775,"beach orientation, tide windows and local notes stored in Go Daisy.",,,,,,,,,,"Line 52: <li><b>Spot metadata:</b> beach orientation, tide windows and local notes stored",FAQs,paragraph
faqs.label.swell_specific_776,swell-specific,,,,,,,,,,Line 55: We prefer <b>swell-specific</b> variables (height/period/direction) over “combin,FAQs,label
faqs.heading.how_often_is_the_forecast_upda_777,How often is the forecast updated?,,,,,,,,,,"Line 60: <Item title=""How often is the forecast updated?"">",FAQs,heading
faqs.heading.what_if_the_beach_orientation__778,What if the beach orientation isn’t known?,,,,,,,,,,"Line 67: <Item title=""What if the beach orientation isn’t known?"">",FAQs,heading
faqs.heading.why_do_tides_matter_so_much__779,Why do tides matter so much?,,,,,,,,,,"Line 74: <Item title=""Why do tides matter so much?"">",FAQs,heading
faqs.label.tide_safety_flags_780,tide safety flags,,,,,,,,,,Line 76: Many breaks only work within a certain tide height band. Big spring ranges ampli,FAQs,label
faqs.heading.how_do_you_keep_it_safe_for_in_781,How do you keep it safe for intermediates?,,,,,,,,,,"Line 81: <Item title=""How do you keep it safe for intermediates?"">",FAQs,heading
faqs.heading.how_do_you_choose_the_best_hou_782,How do you choose the best hour of the day?,,,,,,,,,,"Line 88: <Item title=""How do you choose the best hour of the day?"">",FAQs,heading
faqs.heading.what_do_the_colours_mean_exact_783,What do the colours mean exactly?,,,,,,,,,,"Line 95: <Item title=""What do the colours mean exactly?"">",FAQs,heading
faqs.paragraph.which_icons_do_you_use_and_are_784,"Which icons do you use, and are they royalty-free?",,,,,,,,,,"Line 107: <Item title=""Which icons do you use, and are they royalty-free?"">",FAQs,paragraph
faqs.label.svg_repo_785,SVG Repo,,,,,,,,,,"Line 109: We stick to royalty-free libraries like <b>Lucide</b> (MIT), <b>Heroicons</b> (M",FAQs,label
faqs.paragraph.is_the_design_accessible__786,Is the design accessible?,,,,,,,,,,"Line 119: <Item title=""Is the design accessible?"">",FAQs,paragraph
faqs.label.prefers_reduced_motion_787,prefers-reduced-motion,,,,,,,,,,"Line 121: We use high-contrast colour choices, avoid relying on colour alone (badges + lab",FAQs,label
faqs.paragraph.which_regions_are_supported__788,Which regions are supported?,,,,,,,,,,"Line 126: <Item title=""Which regions are supported?"">",FAQs,paragraph
faqs.heading.what_data_do_you_store_about_m_789,What data do you store about me?,,,,,,,,,,"Line 133: <Item title=""What data do you store about me?"">",FAQs,heading
faqs.label.known_limitations_790,Known limitations,,,,,,,,,,"Line 140: <Item title=""Known limitations"">",FAQs,label
faqs.heading.how_can_i_give_feedback_or_rep_791,How can I give feedback or report an issue?,,,,,,,,,,"Line 149: <Item title=""How can I give feedback or report an issue?"">",FAQs,heading
faqs.button.mailto_hello_godaisy_app_792,mailto:hello@godaisy.app,,,,,,,,,,"Line 151: Please use the in-app feedback button or email <a href=""mailto:hello@godaisy.app",FAQs,button
faqs.heading.what_improvements_are_coming_n_793,What improvements are coming next?,,,,,,,,,,"Line 156: <Item title=""What improvements are coming next?"">",FAQs,heading
faqs.paragraph.finer_control_over_units_skill_794,"finer control over units, skill presets, and favourite gear so recommendations feel bespoke.",,,,,,,,,,"Line 162: <li><b>Personal settings:</b> finer control over units, skill presets, and favou",FAQs,paragraph
faqs.paragraph.optional_alerts_before_a_green_795,"optional alerts before a green window opens, with quiet hours and per-spot subscriptions.",,,,,,,,,,"Line 163: <li><b>Notifications:</b> optional alerts before a green window opens, with quie",FAQs,paragraph
faqs.paragraph.automated_contrast_checks_and__796,automated contrast checks and an in-app credits page covering every CC-BY asset.,,,,,,,,,,Line 164: <li><b>Accessibility & attribution:</b> automated contrast checks and an in-app ,FAQs,paragraph
faqs.paragraph.vetted_notes_from_trusted_cont_797,"vetted notes from trusted contributors highlighting wind shelter, rip hotspots and parking tips.",,,,,,,,,,Line 165: <li><b>Local knowledge:</b> vetted notes from trusted contributors highlighting ,FAQs,paragraph
faqs.label.disclaimer_798,Disclaimer,,,,,,,,,,"Line 173: <Item title=""Disclaimer"">",FAQs,label
howwedoit.heading.how_we_do_it_go_daisy_799,How We Do It - Go Daisy,,,,,,,,,,Line 11: <title>How We Do It - Go Daisy</title>,HowWeDoIt,heading
howwedoit.heading.how_do_we_do_what_we_do__802,How do we do what we do?,,,,,,,,,,"Line 17: <h1 className=""text-4xl font-bold mb-6 text-primary"">How do we do what we do?</h",HowWeDoIt,heading
howwedoit.heading.text_4xl_font_bold_mb_6_text_p_803,text-4xl font-bold mb-6 text-primary,,,,,,,,,,"Line 17: <h1 className=""text-4xl font-bold mb-6 text-primary"">How do we do what we do?</h",HowWeDoIt,heading
howwedoit.paragraph.w_full_h_64_bg_base_300_rounde_804,w-full h-64 bg-base-300 rounded-lg mb-8 flex items-center justify-center,,,,,,,,,,"Line 20: <div className=""w-full h-64 bg-base-300 rounded-lg mb-8 flex items-center justif",HowWeDoIt,paragraph
howwedoit.label._howwedo_png_805,/howwedo.png,,,,,,,,,,"Line 22: src=""/howwedo.png""",HowWeDoIt,label
howwedoit.paragraph.illustration_of_a_person_with__806,Illustration of a person with many measuring devices watched by Bruno,,,,,,,,,,"Line 23: alt=""Illustration of a person with many measuring devices watched by Bruno""",HowWeDoIt,paragraph
howwedoit.label.object_contain_h_full_807,object-contain h-full,,,,,,,,,,"Line 26: className=""object-contain h-full""",HowWeDoIt,label
howwedoit.label.mb_6_text_base_content_leading_808,mb-6 text-base-content leading-relaxed,,,,,,,,,,"Line 30: <p className=""mb-6 text-base-content leading-relaxed"">",HowWeDoIt,label
howwedoit.label.rank_the_best_activities_for_a_813,rank the best activities for any given day,,,,,,,,,,Line 43: This nuanced understanding allows us to <strong>rank the best activities for any,HowWeDoIt,label
howwedoit.heading.how_the_waves_will_feel_at_any_815,how the waves will feel at any given beach,,,,,,,,,,Line 47: Take the ocean as an example. Anyone can find out if the wind is blowing. But Go,HowWeDoIt,heading
howwedoit.label.text_base_content_italic_817,text-base-content italic,,,,,,,,,,"Line 54: <p className=""text-base-content italic"">",HowWeDoIt,label
cookiepolicy.label.cookieconsent_818,cookieConsent,,,,,,,,,,"Line 12: const consent = typeof window !== 'undefined' ? localStorage.getItem(""cookieCons",CookiePolicy,label
cookiepolicy.paragraph.fixed_bottom_0_left_0_right_0__821,fixed bottom-0 left-0 right-0 bg-base-300 text-base-content p-4 shadow-lg flex flex-col md:flex-row items-center justify-between gap-4 z-50,,,,,,,,,,"Line 32: className=""fixed bottom-0 left-0 right-0 bg-base-300 text-base-content p-4 shado",CookiePolicy,paragraph
cookiepolicy.label.max_w_lg_text_sm_822,max-w-lg text-sm,,,,,,,,,,"Line 35: <p className=""max-w-lg text-sm"">",CookiePolicy,label
cookiepolicy.link._privacy_policy_823,/privacy-policy,,,,,,,,,,"Line 37: <Link href=""/privacy-policy"" className=""underline text-primary"">",CookiePolicy,link
cookiepolicy.link.underline_text_primary_824,underline text-primary,,,,,,,,,,"Line 37: <Link href=""/privacy-policy"" className=""underline text-primary"">",CookiePolicy,link
cookiepolicy.label.flex_gap_2_825,flex gap-2,,,,,,,,,,"Line 42: <div className=""flex gap-2"">",CookiePolicy,label
cookiepolicy.button.btn_btn_primary_btn_sm_826,btn btn-primary btn-sm,,,,,,,,,,"Line 43: <button onClick={acceptCookies} className=""btn btn-primary btn-sm"">",CookiePolicy,button
cookiepolicy.button.btn_btn_outline_btn_sm_827,btn btn-outline btn-sm,,,,,,,,,,"Line 46: <button onClick={declineCookies} className=""btn btn-outline btn-sm"">",CookiePolicy,button
cookiepolicy.label.cookie_policy_go_daisy_828,Cookie Policy - Go Daisy,,,,,,,,,,Line 58: <title>Cookie Policy - Go Daisy</title>,CookiePolicy,label
cookiepolicy.paragraph.max_w_4xl_mx_auto_bg_base_200__830,max-w-4xl mx-auto bg-base-200 p-8 rounded-lg shadow-lg space-y-4,,,,,,,,,,"Line 63: <div className=""max-w-4xl mx-auto bg-base-200 p-8 rounded-lg shadow-lg space-y-4",CookiePolicy,paragraph
cookiepolicy.heading.cookie_policy_831,Cookie Policy,,,,,,,,,,"Line 64: <h1 className=""text-4xl font-bold mb-2 text-primary"">Cookie Policy</h1>",CookiePolicy,heading
cookiepolicy.heading.text_4xl_font_bold_mb_2_text_p_832,text-4xl font-bold mb-2 text-primary,,,,,,,,,,"Line 64: <h1 className=""text-4xl font-bold mb-2 text-primary"">Cookie Policy</h1>",CookiePolicy,heading
privacypolicy.label.privacy_policy_go_daisy_833,Privacy Policy - Go Daisy,,,,,,,,,,Line 9: <title>Privacy Policy - Go Daisy</title>,PrivacyPolicy,label
